Unlimited_Data,Streaming_TV,Streaming_Music,Streaming_Movies,Premium_Tech_Support,Number_of_Referrals,Tenure_in_Months,Total_Charges,Monthly_Charge,Total_Long_Distance_Charges,Customer_Status
1,0,0,0,1,5,71,3778.2,54.5,3430.72,0
1,0,1,1,0,1,72,7422.1,99.15,2077.92,0
1,0,0,0,0,0,1,61.15,61.15,17.07,0
1,0,0,0,0,8,55,1140.05,19.7,180.4,0
1,1,1,1,0,0,66,6981.35,106.05,1551.66,1
0,1,1,1,0,0,46,4399.5,96.05,284.28,1
1,1,0,1,1,1,69,7634.25,109.95,1270.29,0
1,0,0,0,0,0,1,24.05,24.05,20.26,1
1,1,0,1,0,1,33,3105.55,94.5,916.74,1
1,0,0,0,0,10,12,264.55,20.05,484.08,0
1,0,0,0,0,2,59,1188.25,19.85,2430.21,0
1,0,0,0,0,0,27,1477.65,55.45,547.83,0
1,0,0,0,0,1,37,911.6,26.45,1177.71,0
0,0,0,0,0,0,1,70.35,70.35,14.42,0
1,0,0,0,1,6,54,3273.95,60.0,460.62,0
1,0,0,0,0,0,8,562.7,69.95,340.24,0
1,0,0,0,0,0,39,779.2,19.35,1895.79,0
1,1,1,1,0,0,1,90.75,90.75,23.06,1
1,0,0,1,0,6,18,1011.05,59.1,103.14,0
1,0,0,0,0,0,4,220.65,55.2,29.96,0
1,0,0,0,0,0,35,2419.0,70.55,591.85,0
1,0,0,0,0,0,1,74.3,74.3,39.66,1
1,0,0,0,0,0,28,1654.45,59.0,925.4,0
1,1,1,1,0,0,52,5568.35,104.2,1955.2,1
1,1,1,1,0,0,41,4346.4,104.7,1957.34,1
1,1,0,0,0,0,15,1219.85,85.3,409.5,0
1,0,0,1,1,0,64,4869.35,74.65,1772.8,0
1,0,0,0,0,9,18,471.35,24.65,786.42,0
1,0,0,0,0,0,1,74.7,74.7,21.91,1
1,0,0,0,0,0,2,115.95,70.2,19.1,1
1,1,1,1,1,3,62,6891.4,113.95,2646.16,0
1,0,0,0,0,1,37,677.05,19.8,1616.16,0
1,0,0,0,0,0,1,45.6,45.6,11.73,1
1,1,0,1,0,0,32,2897.95,90.95,1010.24,0
1,1,1,1,0,0,39,2011.4,50.75,0.0,1
1,1,1,1,1,0,70,7939.25,113.65,1212.4,0
1,0,1,1,0,0,1,80.85,80.85,14.91,1
0,0,1,1,0,0,4,355.2,88.95,193.28,1
1,1,1,1,1,7,54,4524.05,86.2,233.82,0
1,0,0,0,0,0,35,617.65,19.25,1323.35,0
1,1,0,1,0,0,6,573.75,95.75,287.4,1
1,0,0,0,0,0,1,70.05,70.05,2.97,0
1,0,0,0,1,0,43,3882.3,90.65,1581.54,0
1,0,0,0,0,0,1,44.35,44.35,40.42,1
1,0,0,0,0,0,16,875.35,55.3,92.64,0
1,1,1,1,1,9,71,5894.5,83.3,952.11,0
1,0,0,0,0,0,20,419.4,19.7,542.2,0
1,1,0,0,0,0,16,1281.0,86.6,306.88,1
1,1,0,0,0,0,1,78.45,78.45,18.37,1
1,0,0,0,0,1,58,1509.9,25.15,1711.0,0
1,0,0,0,0,0,48,1183.05,24.0,1479.36,0
1,0,0,0,0,9,28,543.8,19.55,443.8,0
1,0,1,1,0,7,14,1122.4,78.1,62.3,0
1,1,1,1,0,0,45,4882.8,107.75,1341.45,0
1,0,0,0,0,1,1,70.65,70.65,37.68,1
1,1,1,1,1,4,64,6953.4,111.15,550.4,0
1,0,0,0,0,0,12,219.35,19.35,200.64,0
1,1,0,0,0,0,15,1242.2,87.75,207.0,0
1,0,0,0,0,1,27,550.1,19.9,64.8,0
1,1,1,1,0,4,36,3684.95,104.5,1573.2,0
1,0,0,0,1,11,43,4013.8,-2.0,1815.46,0
1,0,1,1,1,1,15,1071.4,69.5,126.6,0
1,0,0,0,0,7,25,1797.75,74.6,927.5,0
1,1,0,0,1,8,70,5731.85,79.25,1957.9,0
1,0,0,0,0,0,14,773.2,54.25,294.42,0
0,0,0,0,0,0,4,184.4,49.4,39.08,1
1,0,0,0,0,0,3,61.7,20.0,46.11,0
1,1,0,0,1,0,18,1639.3,88.35,228.06,1
1,0,0,0,0,1,11,825.7,-7.0,237.38,1
1,0,1,1,1,3,64,3210.35,49.85,0.0,0
1,0,1,1,1,10,72,5682.25,78.45,1139.04,0
1,1,0,1,0,4,1,100.8,100.8,17.35,1
1,0,0,0,0,8,63,1573.05,25.25,1543.5,0
0,1,1,1,1,0,29,2607.6,94.2,59.45,0
1,0,1,1,1,0,5,425.9,85.4,217.55,1
1,0,0,0,0,0,68,1424.9,20.5,3291.88,0
1,0,0,1,0,7,51,4839.15,93.65,112.71,0
1,0,0,0,0,2,32,2303.35,74.9,1514.88,1
1,0,0,0,1,1,58,4230.25,71.6,2353.06,0
1,1,1,1,1,6,61,6518.35,103.3,1099.83,0
1,0,1,1,1,5,72,7581.5,105.6,442.8,0
1,1,1,1,1,7,33,2016.3,59.55,0.0,0
1,1,1,1,1,0,69,7028.5,104.0,127.65,0
1,1,0,1,0,0,21,2030.3,-1.0,887.67,1
1,0,0,0,0,0,2,145.15,79.45,57.22,0
1,0,0,1,0,1,7,646.85,84.55,150.01,1
0,1,0,0,0,0,22,1821.95,84.15,422.4,0
1,1,1,1,0,0,13,1235.55,96.85,346.84,0
1,0,0,0,0,0,49,3720.35,74.6,1167.18,0
1,0,0,0,0,1,35,686.95,19.6,729.75,0
0,1,0,0,0,0,20,1745.2,84.35,510.2,0
1,0,0,0,0,0,38,2522.4,66.15,765.32,0
1,0,0,0,0,0,1,19.65,19.65,13.85,0
1,0,0,0,0,1,46,927.1,19.95,1401.62,0
1,1,0,0,0,0,4,234.85,56.4,83.04,0
1,0,0,0,1,10,71,4492.9,-10.0,334.41,0
0,1,0,0,0,0,2,146.05,80.2,99.58,1
1,1,1,1,0,0,56,2564.95,44.85,0.0,0
1,0,1,1,0,9,52,2276.1,-3.0,0.0,0
1,0,0,0,0,5,69,1412.65,20.2,2931.81,0
1,1,0,1,0,0,56,5841.35,104.75,1547.84,0
1,1,1,1,0,0,45,3273.8,75.95,466.2,0
1,0,0,0,0,5,38,2076.05,54.5,1758.26,0
1,0,1,1,0,3,47,4137.2,90.05,1797.75,0
0,1,1,1,1,5,71,8297.5,116.05,1872.98,0
1,1,1,1,1,7,71,6589.6,91.25,3303.63,0
1,0,0,0,0,0,10,740.0,70.0,272.8,1
1,1,0,0,1,7,55,4213.9,75.0,1842.5,0
1,1,1,1,1,0,47,4138.9,-2.0,1728.66,0
0,1,1,1,1,0,13,1313.25,100.75,577.59,0
1,1,1,1,0,0,22,2157.3,93.2,1023.0,0
1,1,1,1,0,8,24,1614.05,69.45,1057.44,0
1,1,1,1,0,3,49,4847.35,100.85,2195.69,0
1,0,0,0,0,1,33,2656.5,80.6,1095.27,1
1,1,1,1,1,0,54,5760.65,108.0,959.04,0
1,1,1,1,0,0,32,2871.5,91.05,1513.6,0
1,1,0,0,0,0,20,1781.35,90.7,508.2,0
1,1,1,1,1,8,62,6703.5,106.05,933.1,0
1,0,0,0,1,0,37,2313.8,65.6,1421.91,0
1,0,0,0,0,0,1,70.1,70.1,1.15,0
1,1,1,1,0,3,59,5861.75,99.5,2424.31,0
1,1,1,1,1,1,8,564.35,68.55,239.52,0
1,1,1,1,0,7,52,5244.45,100.3,415.48,0
1,1,1,1,0,1,17,836.35,49.8,0.0,0
1,1,0,0,0,1,3,248.4,89.85,99.9,0
1,0,1,1,0,0,66,4798.4,74.6,3007.62,0
1,0,0,0,0,0,22,1490.4,69.7,346.94,0
1,0,0,0,0,0,37,2552.9,70.35,1067.08,0
1,0,1,1,1,0,13,842.25,67.8,369.85,0
1,0,0,0,0,1,71,1397.3,19.9,1454.79,0
1,0,0,0,0,0,1,69.9,69.9,45.66,1
1,0,0,0,0,0,56,1051.9,19.7,1841.28,0
1,0,0,0,0,5,18,1074.65,56.8,23.04,0
1,0,0,0,0,0,1,69.2,69.2,10.08,1
1,1,1,1,0,0,12,1253.9,106.7,302.28,1
1,1,0,0,0,0,16,679.85,39.0,0.0,1
0,1,1,1,0,1,63,6873.75,107.5,121.59,1
1,0,1,1,0,0,1,79.6,79.6,21.72,1
0,1,1,1,0,0,26,2710.25,105.75,32.76,1
1,0,0,1,0,0,32,2665.0,79.5,1555.84,0
1,0,0,0,0,0,72,1566.9,20.25,3049.92,0
0,1,1,1,0,0,8,740.3,94.7,155.92,1
0,0,0,0,0,10,45,2296.25,53.3,1947.15,0
1,1,1,1,1,1,50,5610.7,108.55,1471.5,1
1,0,1,1,0,0,1,80.15,-7.0,4.67,1
1,0,0,0,0,0,1,69.2,69.2,23.72,1
1,1,1,1,0,0,10,1081.45,104.4,83.8,1
1,1,0,0,1,7,20,1826.7,96.8,841.2,0
1,0,0,0,0,1,52,1070.5,19.85,177.32,0
1,0,1,1,0,0,2,125.95,61.2,64.12,0
1,1,0,0,1,0,63,5817.0,90.05,2541.42,0
0,1,0,0,0,0,5,415.55,84.85,136.75,1
1,1,1,1,0,2,61,5971.25,101.05,1066.89,0
1,0,0,0,0,2,7,533.05,-10.0,149.59,0
1,1,1,1,0,1,72,3937.45,54.2,0.0,1
1,0,0,1,0,1,24,971.3,39.1,0.0,1
1,0,0,0,0,8,2,52.0,19.85,72.1,0
1,0,0,0,0,9,60,4453.3,74.35,2306.4,0
1,1,0,0,1,0,60,4224.7,70.15,2332.8,0
1,1,1,1,1,1,71,6325.25,90.35,1307.82,0
1,0,0,0,1,0,1,55.05,55.05,14.65,0
1,1,1,1,1,0,14,771.95,55.0,0.0,0
1,1,1,1,0,0,70,7737.55,111.15,1620.5,0
1,0,0,0,0,1,5,302.6,70.05,27.1,0
1,0,1,1,0,10,29,2656.7,90.1,928.87,0
1,0,0,0,0,0,54,4308.25,79.85,412.56,0
1,0,0,0,0,10,58,1191.4,20.5,1499.88,0
1,1,1,1,1,1,72,8684.8,117.8,2510.64,1
1,1,1,0,0,0,3,188.7,53.4,143.04,1
1,1,0,0,0,0,1,85.55,85.55,33.34,1
1,1,1,1,1,0,21,1956.4,99.15,128.52,0
1,0,0,0,0,0,25,505.45,19.9,471.75,0
1,0,0,0,0,0,9,672.55,71.0,220.68,1
1,1,0,0,0,9,3,168.6,58.7,34.41,0
1,0,0,0,1,1,17,920.5,55.35,343.91,0
1,0,0,0,0,0,22,475.1,20.3,227.92,0
1,0,0,0,0,0,1,50.15,50.15,20.3,0
1,0,0,0,0,0,29,1718.95,58.55,257.52,0
1,0,0,0,0,10,50,2230.85,44.8,1830.5,0
1,1,1,1,1,0,51,3077.0,60.15,0.0,0
1,0,1,1,1,9,70,5315.8,74.8,579.6,0
0,0,0,0,0,0,66,5224.35,80.45,3008.94,1
1,1,1,1,1,1,60,6758.45,-9.0,2599.8,0
0,1,1,1,1,0,42,4327.5,103.8,1686.3,0
1,0,0,0,0,0,2,38.8,19.65,19.22,0
1,0,1,1,0,2,17,1175.6,64.8,770.95,0
0,0,0,0,0,0,1,76.45,76.45,3.84,1
1,0,0,0,0,6,5,132.25,24.3,33.5,0
1,0,0,0,0,0,1,19.45,19.45,29.15,0
1,0,0,0,0,1,18,342.3,19.8,813.24,0
1,0,0,0,0,3,61,1252.0,20.55,1175.47,0
1,1,0,0,0,0,48,2104.55,44.8,0.0,0
1,1,1,1,1,0,72,7875.0,108.95,1530.72,0
1,0,0,0,0,0,16,1261.35,74.45,352.32,0
1,1,0,1,0,0,41,4133.95,104.4,259.53,0
1,1,1,1,0,2,7,700.85,101.95,242.62,1
0,1,1,1,1,1,70,7674.55,109.5,2931.6,1
1,0,0,0,0,2,71,1847.55,25.35,653.2,0
1,1,1,1,0,0,24,2404.85,99.65,616.32,0
1,0,0,0,1,0,31,2548.65,81.7,532.58,0
1,0,0,0,1,0,46,1537.85,33.7,0.0,0
1,0,0,0,0,1,4,239.55,50.85,51.52,1
1,1,1,1,0,0,17,1625.65,93.85,76.67,1
1,0,0,0,0,6,46,845.6,20.2,217.12,0
1,0,0,0,1,7,37,1525.35,40.2,0.0,0
1,1,0,0,0,0,17,1617.5,94.4,370.94,1
0,1,1,1,0,1,70,6859.5,98.3,2071.3,1
1,0,0,0,0,0,49,2106.05,43.8,1746.85,0
1,0,0,0,0,0,26,504.2,19.3,776.88,0
1,0,0,0,0,0,59,5496.9,89.75,1508.63,0
0,1,1,1,1,1,33,3361.05,103.75,516.78,1
0,1,1,1,1,9,70,7188.5,104.3,382.2,0
1,0,0,0,0,0,8,226.95,29.25,0.0,0
1,0,0,0,0,0,2,160.75,75.8,48.62,1
1,0,1,1,1,9,63,5040.2,80.0,2143.26,0
1,1,1,1,0,4,13,1162.85,96.65,592.8,1
1,1,0,0,0,0,1,80.25,80.25,32.92,1
1,1,0,0,1,7,72,4855.35,68.4,1149.12,0
1,1,0,0,0,0,11,363.15,35.8,0.0,0
1,0,0,0,0,0,13,279.3,19.3,277.68,0
1,0,0,0,0,7,70,1940.85,25.15,632.1,0
1,1,1,1,0,9,19,1743.05,96.8,202.92,0
1,1,1,1,1,0,12,1120.95,98.9,419.04,1
1,1,1,1,0,0,4,422.4,94.75,76.0,0
1,0,0,0,0,0,58,1131.5,20.3,1696.5,0
0,0,0,0,0,0,3,148.05,44.75,104.67,0
1,1,1,1,1,1,24,1990.5,84.8,865.2,0
1,0,0,0,0,0,1,19.3,19.3,16.36,0
1,0,1,1,0,1,28,2227.1,81.05,471.8,1
1,0,0,0,1,4,23,1533.8,66.25,262.2,0
1,0,0,0,0,0,1,25.05,25.05,0.0,1
1,0,0,0,1,0,24,2107.15,85.95,228.72,0
1,1,1,1,1,2,64,6538.45,102.1,1292.16,0
1,1,1,1,1,9,38,4428.6,110.7,1599.04,0
1,0,0,0,0,0,1,71.65,71.65,28.46,1
1,0,0,0,0,3,49,918.7,19.0,643.37,0
1,0,0,0,0,1,65,1414.45,20.4,1524.9,0
1,0,1,1,0,1,69,4131.2,61.45,188.37,0
1,0,1,1,0,0,1,35.05,35.05,0.0,1
1,1,0,0,0,1,38,3624.3,94.65,1888.6,1
1,1,1,1,1,1,53,5935.1,108.25,2299.67,0
1,0,0,0,0,0,56,1238.65,21.2,2723.28,0
1,1,1,1,0,7,72,6869.7,97.7,2058.48,0
1,1,1,1,1,0,37,3358.65,90.6,1647.24,0
0,1,1,1,0,0,50,4729.75,95.7,2457.0,0
1,0,0,0,1,2,54,4362.05,79.95,2521.8,0
1,1,1,1,0,1,39,4284.8,105.65,1296.75,1
1,0,0,0,0,0,30,723.3,25.35,128.1,0
1,1,0,0,0,1,18,669.85,39.05,0.0,1
1,1,0,0,0,0,35,3030.6,85.15,892.85,1
1,0,0,1,0,0,11,906.85,84.8,45.1,1
1,0,0,0,0,0,44,835.5,19.5,798.16,0
1,1,1,1,0,0,15,1566.75,99.7,151.8,0
1,0,1,1,1,0,70,2799.75,40.05,0.0,0
1,1,1,1,1,0,15,1287.85,84.45,134.55,0
1,0,0,0,0,0,47,945.7,20.55,2100.43,0
1,1,1,1,1,8,35,3782.4,109.95,1690.5,0
1,1,1,1,0,1,42,4186.3,94.2,287.28,1
1,1,1,1,0,0,1,93.3,93.3,7.99,1
1,1,1,1,1,0,54,5440.9,100.1,2258.82,1
0,1,0,0,0,1,50,4367.35,88.05,1856.0,1
1,0,0,0,0,1,25,1355.45,53.65,904.25,0
1,0,0,0,0,0,8,606.25,75.75,110.4,1
1,0,0,0,0,0,20,415.4,19.4,620.4,0
1,0,0,0,0,0,46,856.5,19.75,352.82,0
1,0,0,0,0,1,9,865.8,91.75,198.0,1
0,1,0,0,0,9,30,2509.95,85.45,651.6,0
1,0,1,1,0,0,7,620.35,86.8,214.27,1
1,0,0,0,0,0,26,2208.75,86.65,1296.62,0
1,0,0,0,0,0,30,2758.15,91.7,1376.4,1
1,1,0,0,0,6,44,4040.2,89.2,644.6,0
0,0,0,0,0,0,4,135.75,35.0,0.0,0
0,0,0,0,1,0,18,711.95,-5.0,0.0,0
0,1,1,1,1,0,65,5215.1,82.5,308.75,0
1,0,0,0,1,0,4,146.4,42.4,0.0,0
1,0,0,0,1,6,34,1815.3,50.2,1382.78,0
1,0,1,1,1,0,46,3255.35,69.1,737.84,0
1,0,0,0,0,0,2,131.05,73.25,5.92,1
1,1,1,1,0,6,18,1779.95,95.15,27.18,1
1,1,1,1,0,9,38,3956.7,101.15,920.36,0
1,0,1,0,0,8,41,2511.3,60.3,99.63,0
1,0,0,0,0,0,13,764.55,56.0,351.52,0
1,1,1,1,0,0,26,2515.3,98.35,1044.42,1
1,0,1,1,0,1,47,4045.65,85.3,2080.22,1
1,0,0,0,0,1,16,1167.8,71.8,734.4,1
1,0,0,0,0,0,14,1101.85,78.95,229.04,1
1,0,0,0,0,0,2,85.1,43.95,38.18,0
1,1,0,0,1,0,19,1093.2,61.55,883.31,0
1,0,0,0,1,7,72,4804.75,64.75,1096.56,0
1,1,0,1,1,5,54,6077.75,110.45,1758.24,0
1,0,0,0,0,10,2,38.0,20.0,68.76,0
1,0,0,0,0,0,18,411.25,19.65,25.56,0
1,0,0,0,0,1,1,50.45,50.45,9.73,1
1,1,0,0,0,0,46,4245.55,89.15,1736.5,0
1,0,0,0,1,0,45,1840.75,42.3,0.0,0
1,0,0,0,0,5,67,1327.4,20.85,529.97,0
1,0,0,0,0,0,57,1252.85,20.55,740.43,0
1,0,0,0,0,0,46,1380.1,30.3,0.0,1
1,0,0,0,0,5,70,1360.25,20.05,3399.9,0
1,0,1,1,0,0,7,673.1,94.7,67.9,1
1,0,0,0,0,0,1,19.55,19.55,38.44,1
1,0,0,0,0,0,50,1023.95,19.4,631.0,0
1,0,0,1,0,5,21,1339.8,-3.0,901.95,0
1,0,0,0,1,0,11,422.6,40.4,0.0,0
1,0,0,0,0,0,48,3772.65,75.15,1980.48,0
1,0,0,0,0,0,1,74.35,74.35,4.8,1
1,0,0,0,0,6,45,2221.55,50.25,292.05,0
0,0,0,0,0,0,1,69.5,69.5,41.2,1
1,0,0,0,0,0,1,69.65,69.65,28.7,1
1,0,0,0,1,2,32,1151.05,36.25,0.0,0
1,1,1,1,0,10,56,5270.6,98.0,2100.0,0
1,0,0,0,0,0,1,50.1,50.1,46.49,1
1,0,0,0,0,0,27,1652.95,56.7,680.67,0
1,0,0,0,0,0,1,76.0,76.0,35.01,1
1,0,0,0,0,0,62,5755.8,92.05,1480.56,0
1,1,0,0,0,0,3,289.1,91.05,78.96,1
1,1,0,0,1,0,17,1108.0,69.0,93.33,0
1,0,0,0,0,9,70,1303.5,19.45,1646.4,0
1,0,0,0,1,7,72,6565.85,90.45,612.72,0
1,1,0,1,0,0,66,7238.6,108.1,235.62,0
0,1,1,1,0,0,60,6333.8,104.7,2128.2,0
0,1,1,1,1,7,21,1714.95,80.9,236.67,0
1,0,0,0,1,0,5,235.2,48.65,67.7,0
0,0,0,0,0,9,63,4896.35,80.3,1189.44,0
1,0,0,0,0,3,32,1051.05,35.15,0.0,0
1,0,0,0,0,0,50,989.05,20.15,1086.0,0
0,1,1,1,1,8,72,4746.05,64.7,0.0,0
1,0,0,0,0,1,15,1107.25,74.9,519.45,1
1,1,1,1,0,0,18,1740.7,96.05,642.6,1
1,0,0,1,0,0,10,851.75,85.55,60.1,1
1,0,1,1,0,0,8,330.8,38.5,0.0,0
0,1,1,1,1,0,19,1934.45,106.6,538.65,1
1,0,0,0,0,0,1,24.25,24.25,0.0,1
1,1,1,1,0,5,60,6411.25,106.15,598.8,0
1,0,0,0,1,0,33,2651.1,80.6,1150.05,0
1,0,0,1,0,1,26,2381.55,93.85,241.28,1
1,0,0,0,0,0,18,874.8,49.4,375.48,1
0,0,0,0,0,0,25,1767.35,70.95,622.75,1
1,1,0,1,0,1,25,2514.5,98.5,494.0,1
1,0,0,0,0,0,4,83.3,20.05,103.2,0
1,0,0,0,0,1,47,890.5,19.3,120.32,0
0,1,0,0,0,3,3,235.0,69.15,72.84,0
1,1,1,1,1,3,67,7009.5,106.7,2703.45,0
1,0,0,0,1,0,64,5327.25,86.8,1775.36,0
1,0,0,0,0,0,29,599.3,20.0,940.47,0
1,1,0,1,0,1,61,6405.0,104.4,2141.71,1
1,0,0,0,0,0,1,20.35,20.35,29.86,0
1,1,1,1,0,0,15,688.2,50.75,0.0,0
1,0,0,0,0,0,1,68.65,68.65,12.4,1
1,0,0,0,0,0,23,473.9,20.85,812.36,0
1,0,0,0,0,9,38,963.95,25.05,1257.8,0
1,0,0,0,0,0,5,94.15,20.05,150.7,0
1,0,0,0,0,0,2,154.85,70.75,19.72,1
1,0,0,1,1,0,54,3529.95,65.25,277.56,0
1,0,0,0,0,8,4,96.85,19.5,14.28,0
1,0,0,0,0,0,28,534.7,18.25,1130.92,0
1,0,0,0,0,0,9,403.35,44.2,377.28,1
1,1,0,0,0,9,56,4902.8,85.6,2397.36,0
1,1,0,0,1,1,1,84.8,84.8,37.83,1
1,0,0,0,0,0,10,225.85,19.5,157.1,0
0,1,0,0,0,0,2,144.15,80.65,11.7,1
1,0,0,0,0,0,25,676.35,25.3,139.25,1
0,1,0,1,1,0,71,6293.45,89.85,2654.69,0
1,0,0,0,0,0,63,1215.1,19.5,1532.16,0
1,1,1,1,1,6,60,5611.75,97.2,1950.0,0
1,0,0,0,0,0,9,416.45,45.15,140.58,1
1,0,0,0,0,0,1,42.9,42.9,4.02,1
1,1,1,1,0,0,51,5038.15,99.0,2158.83,0
1,0,0,0,0,0,5,86.05,19.25,105.05,0
1,0,0,0,0,0,12,228.75,19.3,501.36,0
0,0,0,0,0,0,8,335.4,43.55,56.16,0
1,0,0,0,0,0,2,44.2,20.75,55.34,0
1,0,1,1,1,0,24,2259.35,89.55,433.68,0
1,0,1,1,0,4,9,653.95,69.05,234.27,0
1,0,0,0,0,0,12,828.05,73.3,520.8,0
0,1,0,1,0,7,71,7713.55,107.5,2171.89,0
1,0,0,0,0,0,4,179.85,48.75,124.52,0
1,0,0,0,0,0,1,19.8,19.8,11.96,0
1,1,0,0,0,0,12,1021.75,89.55,400.32,0
1,0,0,0,0,0,3,194.2,70.15,16.89,0
0,0,0,0,1,0,32,2766.4,87.65,198.4,0
1,0,1,1,1,1,59,4096.9,69.1,1209.5,0
1,0,0,0,0,0,11,760.05,70.2,11.11,0
1,1,1,1,1,10,51,3901.25,75.2,509.49,0
1,0,0,0,1,0,29,1242.45,45.0,0.0,0
1,1,1,1,0,1,65,6792.45,103.15,1082.25,0
1,0,0,0,0,1,12,309.1,29.2,0.0,1
0,0,0,0,0,1,67,3838.2,54.2,730.3,0
1,1,1,1,0,4,48,4692.95,97.05,2286.72,0
1,0,0,0,0,1,1,24.8,24.8,0.0,1
1,1,1,1,0,0,2,90.35,49.25,0.0,1
1,1,0,0,0,0,8,713.6,87.1,312.08,0
1,0,0,0,0,2,33,670.35,20.1,800.91,0
1,0,0,0,0,0,8,186.3,25.25,0.0,0
1,0,0,0,0,0,1,20.05,20.05,11.1,0
1,0,0,0,0,0,1,45.1,45.1,15.28,1
1,0,1,1,1,0,50,4304.5,89.7,1490.0,0
1,1,0,0,0,9,8,551.95,60.9,179.2,0
1,1,0,0,1,0,71,3888.65,53.95,0.0,0
1,0,0,0,0,0,70,1790.15,25.15,85.4,0
1,0,0,0,0,1,56,1327.15,25.15,739.2,1
1,1,1,1,0,3,71,7723.7,106.0,3361.14,1
1,1,1,1,1,0,44,3268.05,74.85,339.68,0
1,0,0,0,0,0,1,75.05,75.05,32.86,1
1,0,0,0,0,0,17,934.15,55.5,572.56,0
1,0,0,0,0,0,68,1441.65,19.6,2243.32,0
1,0,0,0,0,4,68,1629.2,25.05,1712.92,0
1,0,0,1,1,9,60,4456.35,74.85,2934.0,0
1,0,0,0,0,1,37,683.75,19.35,99.16,0
1,0,0,0,1,0,10,619.0,61.9,299.5,0
1,1,1,1,0,0,9,857.25,94.4,244.89,1
1,1,0,0,1,6,35,1383.6,40.9,0.0,0
1,0,0,0,0,3,72,1830.05,24.65,1758.24,0
1,0,0,0,0,0,16,1043.3,69.65,366.4,0
1,0,0,0,0,0,15,297.3,19.75,597.6,1
1,0,0,0,0,1,5,135.0,25.9,200.25,1
1,1,1,1,1,0,71,7984.15,111.25,2976.32,0
1,0,0,0,0,0,60,1093.0,20.6,2824.2,0
1,0,0,0,0,0,11,221.35,20.1,363.66,1
1,0,0,0,1,0,72,6185.15,84.7,610.56,0
1,1,1,1,0,1,10,1064.65,100.25,244.8,1
1,0,0,0,0,0,1,20.2,20.2,24.48,0
1,0,0,0,0,0,56,1444.05,25.95,2677.92,0
1,0,0,0,0,0,16,1194.3,72.65,751.84,1
1,1,0,0,0,1,17,1400.85,80.85,282.37,1
1,0,0,0,0,2,72,1710.9,25.4,2468.88,0
1,1,1,1,0,0,9,788.6,88.4,319.05,0
1,0,0,0,0,5,1,19.85,19.85,47.46,0
1,1,1,1,0,0,60,3027.4,50.8,0.0,1
1,1,1,1,1,5,38,2193.2,60.0,0.0,0
0,0,0,0,1,0,26,2274.1,87.15,1172.34,0
1,1,1,1,0,7,33,2453.3,74.75,1612.05,0
1,0,0,0,0,0,6,98.35,20.2,101.46,0
0,1,1,1,1,1,71,6287.3,90.3,1115.41,0
1,0,0,0,0,8,18,357.0,20.45,262.8,0
1,1,0,0,0,0,9,751.65,80.85,390.06,1
1,0,0,0,0,9,70,1433.8,19.85,245.7,0
1,0,1,0,0,5,4,371.9,84.8,115.08,1
1,0,0,0,0,0,1,45.85,45.85,44.75,1
1,0,0,0,0,0,2,153.05,70.0,75.52,1
1,0,1,1,1,1,61,5703.0,94.35,1533.54,0
1,0,0,0,0,0,1,46.2,46.2,48.58,1
0,1,1,1,1,1,72,4664.5,65.65,0.0,0
1,0,0,0,1,4,60,3928.3,65.85,2614.2,0
1,0,1,1,0,0,11,874.2,78.5,457.38,0
1,0,0,0,0,9,14,294.5,19.55,266.42,0
1,0,1,1,1,0,66,6595.0,103.1,2847.24,0
1,0,0,0,0,0,5,374.8,80.7,181.35,0
1,0,0,0,0,9,42,1108.2,25.25,1412.46,0
0,0,0,0,0,0,18,1294.6,74.7,379.62,0
1,0,0,0,0,0,19,1471.75,79.85,318.82,1
1,1,0,0,0,0,20,1871.15,89.4,610.4,0
1,1,0,0,0,0,18,1633.0,89.6,626.04,0
1,0,1,1,0,0,26,2006.1,78.8,499.46,0
1,0,0,0,0,5,49,4159.45,88.2,1274.0,0
1,1,1,1,0,1,58,6144.55,109.45,1623.42,1
1,0,0,0,1,0,54,4484.05,84.4,1655.64,0
1,1,0,0,0,9,2,134.05,84.05,44.46,0
0,0,0,0,0,0,2,96.45,45.0,34.5,1
1,0,0,0,0,9,45,886.4,20.0,977.85,0
1,0,0,0,0,3,39,854.8,19.85,1270.23,0
1,0,0,0,0,0,1,70.2,70.2,22.34,0
1,0,0,0,1,0,29,1082.75,39.5,0.0,0
1,1,1,1,1,4,71,8564.75,116.25,439.49,0
0,0,0,0,1,1,27,2151.6,85.2,1300.59,0
1,1,1,1,0,0,11,997.65,95.15,39.82,1
0,0,0,0,0,0,12,611.65,49.4,205.68,0
1,0,0,0,0,10,18,768.05,44.35,826.56,0
1,1,1,1,1,0,34,3540.65,105.35,952.0,0
1,1,0,0,0,6,71,6856.95,95.65,370.62,0
1,0,0,0,0,1,4,76.65,19.9,98.28,0
0,0,0,0,0,1,47,3825.85,80.35,1800.57,1
1,0,1,1,0,1,48,4029.95,82.05,1149.6,1
1,1,0,1,0,4,65,7082.45,108.8,3154.45,0
1,0,1,1,0,0,31,2806.9,89.9,196.23,1
1,1,1,1,0,1,11,1145.35,102.0,86.79,1
1,1,1,1,1,10,70,5931.75,85.95,2104.2,0
1,1,1,1,1,6,22,1663.75,-4.0,795.3,0
1,0,0,0,0,0,14,324.8,19.35,364.28,0
1,0,0,0,1,0,57,3134.7,54.65,531.24,0
